Age,Gender,Nationality,Annual Income,Education,Employment,Flight Frequency (Annual),Primary Travel Reason,Loyalty Programs,Preferred Flight Class,Booking Method,Food Importance (1-5),Prefers Personalized Entertainment,Willing to Pay for Sustainability,Carbon Footprint Importance (1-5),Used Chauffeur Service,Willing to Upgrade to Premium Economy,Chauffeur Service Influences Booking,Extra Willingness to Pay for Meals (USD),Willingness to Pay More (%),Personalized App Improves Experience,Interest in Personalized Entertainment,Top Frustrations,Airline Selection Values,Useful In-App Features,Faced App Challenges,Type of Challenge,Beta Test Interest,Likelihood to Use Personalized App (1-5),Interest in Personalized Flying Experience
33,Female,India,84481,Bachelor’s,Retired,5–7,Business,"Etihad Guest, Other",Premium Economy,Airline App,3,No,Yes,2,No,No,Yes,33.29,11–20%,Yes,Yes,"Inflight Entertainment, Cost, Customer Service, Cleanliness",Service Quality,"Sustainability Score, AI-based Entertainment",Yes,Bugs,No,2,Moderate
30,Male,USA,125770,Bachelor’s,Employed,2–4,Family,"Emirates Skywards, Qatar Privilege Club",First Class,Other,1,Yes,No,1,No,Maybe,Yes,15.35,21–30%,Yes,Maybe,Cost,"Environmental Responsibility, Technology","Seat Upgrade Suggestions, Sustainability Score",No,,Yes,1,High
55,Female,India,44248,High School,Employed,0–1,Leisure,"Emirates Skywards, Other",Economy,Travel Aggregator,5,No,Yes,4,No,Yes,Yes,13.51,0–10%,No,Yes,"Cost, Cleanliness","Service Quality, Technology","AI-based Entertainment, Airport Map & Navigation",No,,Maybe,5,High
24,Female,USA,106204,Master’s,Employed,5–7,Business,"Emirates Skywards, Qatar Privilege Club, Other",Business,Other,4,No,No,2,Yes,Yes,Maybe,15.86,11–20%,Yes,Maybe,"Inflight Entertainment, Customer Service, Cleanliness","Price, Service Quality, Technology, Loyalty Program","AI-based Entertainment, Airport Map & Navigation",No,,No,4,High
35,Female,India,42200,Other,Employed,5–7,Family,Other,Premium Economy,Airline App,4,Yes,Yes,2,No,Yes,Yes,3.98,>30%,Yes,Yes,"Delays, Food Quality, Cost, Customer Service","Price, Technology, Loyalty Program","Sustainability Score, AI-based Entertainment",No,,Maybe,3,High
45,Male,Philippines,58384,Doctorate,Employed,0–1,Leisure,,First Class,Travel Aggregator,2,No,Yes,1,No,No,No,1.14,>30%,Yes,Yes,Inflight Entertainment,Service Quality,Sustainability Score,No,,No,2,Moderate
60,Male,Philippines,60715,High School,Employed,5–7,Business,,Economy,Airline App,4,No,Yes,4,No,Maybe,Yes,29.46,0–10%,No,Maybe,"Inflight Entertainment, Cleanliness","Comfort, Service Quality, Technology, Loyalty Program",,No,,Maybe,1,High
22,Male,UK,61103,Master’s,Employed,2–4,Leisure,Emirates Skywards,Economy,Agent,1,Indifferent,Yes,1,No,Maybe,Yes,39.08,0–10%,Yes,Yes,"Check-in Process, Cleanliness",,AI-based Entertainment,No,,Yes,1,Moderate
56,Female,India,80399,Master’s,Student,2–4,Emergency,"Emirates Skywards, Other",Business,Airline App,1,Indifferent,Maybe,2,No,Yes,Maybe,38.07,11–20%,Yes,Yes,"Inflight Entertainment, Cost, Customer Service, Cleanliness","Price, Service Quality, Environmental Responsibility",,Yes,User Interface,No,3,High
37,Male,India,94048,Bachelor’s,Employed,5–7,Emergency,Emirates Skywards,Economy,Airline App,2,Yes,No,3,No,Maybe,No,0.0,11–20%,No,Yes,"Delays, Inflight Entertainment, Cost, Customer Service, Cleanliness",Price,AI-based Entertainment,No,,Yes,5,High
31,Female,Philippines,51120,Bachelor’s,Employed,2–4,Other,Emirates Skywards,Economy,Agent,4,Yes,Maybe,3,No,Maybe,Yes,21.32,0–10%,Yes,No,"Food Quality, Check-in Process, Cost, Customer Service",,"Seat Upgrade Suggestions, Sustainability Score",No,,No,4,Moderate
41,Male,India,88686,Master’s,Employed,0–1,Emergency,Other,Economy,Airline App,3,Yes,Yes,5,No,No,Yes,8.47,0–10%,Yes,Yes,"Food Quality, Cleanliness","Comfort, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment",Yes,Bugs,No,3,Moderate
54,Male,India,75313,Bachelor’s,Employed,2–4,Business,,Business,Airline App,3,Yes,Maybe,3,No,Yes,Yes,27.16,21–30%,No,Yes,"Delays, Food Quality, Customer Service",Technology,"Real-time Luggage Tracker, Airport Map & Navigation",No,,Maybe,5,High
30,Female,UAE,110698,Bachelor’s,Student,2–4,Leisure,"Qatar Privilege Club, Etihad Guest",Economy,Airline App,5,Yes,No,4,No,No,Maybe,18.73,21–30%,Yes,No,,Price,"Seat Upgrade Suggestions, AI-based Entertainment, Airport Map & Navigation",No,,Maybe,5,High
37,Female,UK,68604,Bachelor’s,Employed,2–4,Family,Etihad Guest,Business,Travel Aggregator,2,No,Yes,5,Yes,Maybe,Yes,33.88,11–20%,Yes,Yes,"Food Quality, Inflight Entertainment, Cost, Customer Service, Cleanliness",Loyalty Program,Seat Upgrade Suggestions,Yes,Lack of Features,No,2,High
32,Male,UK,105547,Bachelor’s,Student,5–7,Leisure,"Emirates Skywards, Qatar Privilege Club",Economy,Airline App,5,Yes,Maybe,4,No,Maybe,Yes,24.71,11–20%,Yes,Yes,"Inflight Entertainment, Cost, Sustainability","Comfort, Technology","Seat Upgrade Suggestions, Airport Map & Navigation",Yes,Lack of Features,Yes,4,Moderate
37,Male,Philippines,110599,High School,Self-employed,5–7,Leisure,Qatar Privilege Club,Economy,Travel Aggregator,3,Yes,Maybe,3,Yes,No,No,0.0,11–20%,Yes,No,Food Quality,"Service Quality, Loyalty Program","Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",Yes,Bugs,Maybe,4,High
44,Male,India,105536,Doctorate,Employed,2–4,Leisure,,Economy,Airline App,3,Indifferent,No,3,No,Maybe,Maybe,10.49,0–10%,Yes,Yes,Sustainability,Loyalty Program,,No,,Yes,2,Moderate
59,Female,India,64415,Master’s,Employed,5–7,Leisure,Etihad Guest,Economy,Travel Aggregator,3,No,No,2,Yes,Yes,Maybe,25.09,11–20%,Yes,Yes,"Check-in Process, Cost, Customer Service",Environmental Responsibility,Seat Upgrade Suggestions,Yes,User Interface,Maybe,5,Moderate
27,Female,Philippines,22678,Bachelor’s,Employed,0–1,Other,"Emirates Skywards, Qatar Privilege Club, Etihad Guest",Premium Economy,Travel Aggregator,5,No,No,4,No,Yes,Yes,26.35,0–10%,Yes,No,"Delays, Customer Service",Service Quality,"Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",No,,No,5,High
66,Male,Philippines,56059,High School,Employed,0–1,Leisure,Other,Premium Economy,Travel Aggregator,2,Yes,Yes,1,Yes,Maybe,No,3.91,11–20%,Yes,Maybe,,"Price, Service Quality, Technology",AI-based Entertainment,Yes,Slow Performance,Maybe,4,High
21,Male,India,126191,Bachelor’s,Self-employed,5–7,Leisure,Qatar Privilege Club,Economy,Travel Aggregator,1,No,No,2,Yes,Yes,No,1.95,0–10%,No,Yes,"Inflight Entertainment, Sustainability","Comfort, Service Quality","Seat Upgrade Suggestions, AI-based Entertainment",No,,No,4,Moderate
46,Male,UK,128702,High School,Employed,0–1,Other,"Emirates Skywards, Qatar Privilege Club",Economy,Airline App,1,Indifferent,Maybe,4,No,Yes,No,25.84,11–20%,Yes,Yes,"Food Quality, Customer Service, Sustainability, Cleanliness","Price, Service Quality",Airport Map & Navigation,No,,No,4,High
45,Female,India,80256,High School,Employed,2–4,Leisure,,Premium Economy,Airline App,3,Yes,Yes,5,No,Yes,Maybe,3.94,11–20%,Yes,No,"Delays, Food Quality, Customer Service","Service Quality, Loyalty Program",Seat Upgrade Suggestions,No,,Yes,4,High
46,Prefer not to say,Other,34460,Bachelor’s,Employed,2–4,Business,"Emirates Skywards, Qatar Privilege Club",Business,Airline App,2,Yes,No,4,Yes,No,Maybe,0.0,0–10%,Yes,Yes,Inflight Entertainment,"Price, Comfort, Service Quality",Real-time Luggage Tracker,No,,Maybe,5,High
43,Male,UAE,83146,Bachelor’s,Employed,2–4,Leisure,"Emirates Skywards, Qatar Privilege Club, Etihad Guest, Other",Business,Travel Aggregator,2,Indifferent,No,5,No,No,Yes,18.32,0–10%,Yes,Yes,"Food Quality, Inflight Entertainment, Cost, Customer Service","Price, Environmental Responsibility",Airport Map & Navigation,No,,Yes,4,High
35,Female,Other,98864,Bachelor’s,Employed,5–7,Family,Emirates Skywards,Business,Travel Aggregator,4,Yes,Maybe,5,No,Yes,Yes,17.67,0–10%,Yes,Yes,"Customer Service, Sustainability","Technology, Loyalty Program",Real-time Luggage Tracker,No,,Maybe,5,Low
47,Male,USA,106483,High School,Employed,2–4,Family,,Economy,Agent,4,Yes,Maybe,3,Yes,Maybe,No,11.82,11–20%,Yes,No,Food Quality,Environmental Responsibility,"Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",No,,Yes,2,High
27,Male,UK,30257,Bachelor’s,Employed,0–1,Family,,Business,Airline App,5,Yes,Yes,1,No,Maybe,Yes,14.44,0–10%,Yes,Yes,"Check-in Process, Sustainability, Cleanliness",Comfort,"Seat Upgrade Suggestions, Sustainability Score",Yes,User Interface,Maybe,1,High
51,Female,UAE,47551,High School,Employed,2–4,Family,Other,Economy,Travel Aggregator,4,Yes,No,4,No,Yes,Yes,25.21,0–10%,Yes,Maybe,"Delays, Cost, Sustainability","Comfort, Technology, Loyalty Program",Airport Map & Navigation,No,,Yes,2,Moderate
39,Female,UK,77051,Other,Self-employed,2–4,Business,Etihad Guest,Economy,Travel Aggregator,5,Yes,No,1,No,Yes,Yes,14.2,11–20%,Yes,No,"Cost, Customer Service, Sustainability",Environmental Responsibility,"Sustainability Score, Airport Map & Navigation",Yes,Slow Performance,Yes,2,High
27,Female,UK,90314,Bachelor’s,Retired,2–4,Emergency,"Qatar Privilege Club, Other",Business,Travel Aggregator,1,Yes,No,5,No,Maybe,Maybe,26.06,21–30%,Yes,Yes,Inflight Entertainment,Environmental Responsibility,Airport Map & Navigation,No,,Maybe,3,High
52,Female,UAE,17269,Master’s,Employed,2–4,Emergency,,First Class,Agent,3,Yes,No,3,No,No,Yes,19.29,0–10%,Yes,Yes,Check-in Process,"Price, Service Quality",,No,,Maybe,2,Moderate
40,Male,USA,103421,Bachelor’s,Employed,5–7,Business,,Premium Economy,Airline App,2,Yes,Maybe,1,Yes,Yes,No,27.51,11–20%,Yes,Maybe,"Inflight Entertainment, Cost",,Real-time Luggage Tracker,No,,No,3,Moderate
46,Female,Other,71116,High School,Unemployed,8+,Business,Etihad Guest,Economy,Airline App,1,No,Maybe,2,No,Yes,Yes,38.17,>30%,Yes,Yes,"Inflight Entertainment, Sustainability","Environmental Responsibility, Loyalty Program",Real-time Luggage Tracker,No,,Maybe,3,Moderate
44,Male,USA,104567,Other,Employed,2–4,Other,"Emirates Skywards, Other",Economy,Travel Aggregator,1,Indifferent,No,5,Yes,Yes,Yes,37.59,>30%,Yes,Yes,"Delays, Check-in Process","Comfort, Service Quality",AI-based Entertainment,No,,Yes,3,High
29,Female,Pakistan,105448,Bachelor’s,Employed,2–4,Emergency,"Emirates Skywards, Qatar Privilege Club",Economy,Airline App,5,Yes,No,2,No,Yes,Yes,44.32,0–10%,Yes,No,"Food Quality, Check-in Process, Sustainability, Cleanliness","Price, Service Quality, Loyalty Program","Seat Upgrade Suggestions, AI-based Entertainment",No,,Yes,2,Moderate
35,Male,UAE,114055,Bachelor’s,Employed,2–4,Emergency,Etihad Guest,Business,Airline App,3,No,Yes,1,Yes,Yes,Yes,37.57,21–30%,Yes,Yes,"Check-in Process, Sustainability",Environmental Responsibility,,No,,Yes,1,High
45,Female,UK,53085,Bachelor’s,Self-employed,8+,Emergency,Etihad Guest,Economy,Airline App,5,Yes,Yes,1,No,No,Maybe,28.58,11–20%,Yes,Yes,Cleanliness,"Service Quality, Technology",,Yes,User Interface,Yes,3,High
47,Male,UAE,6480,High School,Employed,8+,Leisure,,Business,Airline App,1,Yes,Maybe,1,No,Maybe,Maybe,18.5,>30%,Yes,Yes,Cost,Technology,Airport Map & Navigation,Yes,Bugs,Yes,4,High
38,Male,USA,80135,Master’s,Unemployed,2–4,Leisure,Qatar Privilege Club,Economy,Travel Aggregator,2,Indifferent,No,4,No,Maybe,No,19.18,11–20%,No,Yes,"Inflight Entertainment, Customer Service, Cleanliness","Service Quality, Loyalty Program","AI-based Entertainment, Airport Map & Navigation",Yes,Slow Performance,No,4,Very High
42,Female,Other,90344,Bachelor’s,Self-employed,5–7,Leisure,Emirates Skywards,Business,Airline App,4,Yes,No,5,No,Yes,Yes,11.83,21–30%,Yes,Yes,"Delays, Food Quality, Inflight Entertainment, Cost","Service Quality, Environmental Responsibility",Sustainability Score,Yes,Slow Performance,Yes,5,Very High
50,Male,USA,152458,Bachelor’s,Student,2–4,Business,Other,First Class,Travel Aggregator,5,Yes,Maybe,5,No,Maybe,Yes,25.07,21–30%,Yes,Maybe,Sustainability,"Service Quality, Environmental Responsibility, Loyalty Program","Seat Upgrade Suggestions, Airport Map & Navigation",No,,Yes,4,High
27,Female,UAE,114917,High School,Self-employed,0–1,Family,"Qatar Privilege Club, Etihad Guest",Economy,Travel Aggregator,1,Yes,Yes,5,No,Yes,Yes,35.46,11–20%,Yes,Maybe,"Food Quality, Check-in Process, Inflight Entertainment, Cleanliness",Environmental Responsibility,"AI-based Entertainment, Real-time Luggage Tracker",No,,No,4,Low
49,Male,India,93007,High School,Employed,0–1,Leisure,Etihad Guest,Economy,Travel Aggregator,4,No,Maybe,4,No,Yes,Yes,14.11,21–30%,No,Yes,"Delays, Check-in Process","Price, Comfort",,Yes,Bugs,Yes,3,Moderate
35,Male,USA,89502,Master’s,Employed,2–4,Leisure,"Emirates Skywards, Other",Business,Other,4,Yes,Maybe,1,Yes,Maybe,Yes,24.44,0–10%,Yes,Yes,,Technology,"Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment, Real-time Luggage Tracker",Yes,User Interface,Yes,2,Very High
32,Male,UK,55072,Master’s,Retired,2–4,Leisure,Qatar Privilege Club,Premium Economy,Airline App,1,Yes,Maybe,1,Yes,No,No,14.84,0–10%,No,Yes,"Delays, Food Quality, Inflight Entertainment, Cost, Customer Service","Comfort, Service Quality, Environmental Responsibility, Loyalty Program",Seat Upgrade Suggestions,No,,Yes,4,Moderate
54,Male,Philippines,86631,Bachelor’s,Unemployed,0–1,Leisure,Other,Premium Economy,Other,3,Indifferent,Yes,2,No,Yes,Yes,28.14,11–20%,No,Yes,"Delays, Food Quality, Cost, Customer Service",,"Seat Upgrade Suggestions, AI-based Entertainment",No,,Maybe,2,Very High
54,Female,Philippines,140894,High School,Employed,2–4,Business,"Emirates Skywards, Other",Premium Economy,Travel Aggregator,1,Yes,No,4,No,No,Yes,16.76,>30%,No,Yes,"Inflight Entertainment, Cost","Service Quality, Environmental Responsibility",Airport Map & Navigation,No,,Yes,1,High
48,Male,USA,42921,Master’s,Unemployed,2–4,Business,,Economy,Travel Aggregator,2,Yes,Yes,3,Yes,Maybe,Maybe,13.91,11–20%,No,Yes,"Inflight Entertainment, Cost, Sustainability, Cleanliness","Price, Comfort, Loyalty Program","Seat Upgrade Suggestions, Airport Map & Navigation",No,,Maybe,4,Moderate
50,Female,India,127778,Bachelor’s,Employed,2–4,Business,Etihad Guest,Business,Travel Aggregator,4,Yes,No,4,Yes,No,Yes,14.8,11–20%,Yes,Maybe,"Check-in Process, Cost, Customer Service",Service Quality,"Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",No,,No,1,Very High
44,Female,India,78186,Bachelor’s,Employed,2–4,Business,"Emirates Skywards, Qatar Privilege Club",Economy,Travel Aggregator,2,Yes,Maybe,2,Yes,Maybe,Maybe,32.55,11–20%,No,Yes,"Delays, Check-in Process, Sustainability","Environmental Responsibility, Loyalty Program","AI-based Entertainment, Airport Map & Navigation",Yes,Bugs,Yes,1,Very High
50,Male,UAE,114658,Bachelor’s,Employed,0–1,Other,"Emirates Skywards, Other",First Class,Agent,5,Yes,Yes,2,No,Maybe,Maybe,23.55,0–10%,Yes,Yes,"Check-in Process, Customer Service","Price, Service Quality",Airport Map & Navigation,No,,Yes,5,High
33,Female,India,52400,Bachelor’s,Employed,2–4,Business,Etihad Guest,Economy,Agent,4,No,No,2,No,Maybe,Yes,18.57,0–10%,No,Yes,"Inflight Entertainment, Cost","Price, Comfort, Technology","Seat Upgrade Suggestions, Airport Map & Navigation",No,,No,2,Moderate
43,Female,UK,85612,Master’s,Employed,2–4,Business,Other,Business,Airline App,3,No,No,1,No,No,Yes,28.92,21–30%,Yes,Yes,"Delays, Food Quality, Cleanliness","Comfort, Loyalty Program",AI-based Entertainment,Yes,Lack of Features,Maybe,2,High
34,Female,USA,62602,Other,Employed,2–4,Leisure,Qatar Privilege Club,Economy,Airline App,1,Yes,Maybe,3,Yes,Yes,No,18.78,>30%,Yes,Maybe,"Cost, Cleanliness",Technology,Real-time Luggage Tracker,No,,Yes,5,High
36,Male,USA,33089,High School,Employed,0–1,Leisure,"Emirates Skywards, Etihad Guest",Economy,Travel Aggregator,5,Yes,No,2,Yes,Yes,Yes,41.9,0–10%,Yes,Yes,"Sustainability, Cleanliness","Service Quality, Environmental Responsibility, Loyalty Program",AI-based Entertainment,Yes,Lack of Features,Yes,3,High
45,Male,UAE,106314,Bachelor’s,Employed,2–4,Business,Qatar Privilege Club,Economy,Agent,2,Yes,Yes,5,No,No,Yes,10.39,11–20%,Yes,Maybe,Delays,Environmental Responsibility,AI-based Entertainment,No,,Yes,5,High
25,Female,India,115097,Bachelor’s,Employed,0–1,Family,Emirates Skywards,Business,Airline App,5,Yes,Yes,1,No,Maybe,No,22.2,0–10%,Yes,Yes,"Cost, Cleanliness",Service Quality,"Seat Upgrade Suggestions, Sustainability Score",Yes,Slow Performance,Yes,5,Low
63,Female,UAE,39390,Bachelor’s,Unemployed,2–4,Family,,Premium Economy,Travel Aggregator,3,Yes,Maybe,3,No,Yes,Yes,3.93,0–10%,Yes,No,"Delays, Cost, Sustainability, Cleanliness","Comfort, Technology",Sustainability Score,No,,Maybe,5,Moderate
23,Female,UAE,53187,Bachelor’s,Employed,5–7,Business,Qatar Privilege Club,Business,Travel Aggregator,1,Yes,No,5,Yes,Maybe,Yes,19.8,0–10%,No,Maybe,"Cost, Customer Service, Sustainability",,"Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",No,,No,1,Moderate
34,Male,Philippines,63586,Master’s,Employed,0–1,Business,Qatar Privilege Club,Economy,Travel Aggregator,5,Yes,No,3,No,Yes,No,0.0,11–20%,Yes,Yes,Cleanliness,"Environmental Responsibility, Technology","Sustainability Score, Real-time Luggage Tracker",No,,Yes,2,Moderate
55,Female,UAE,89256,Bachelor’s,Employed,2–4,Other,,Premium Economy,Travel Aggregator,2,Yes,Yes,3,No,Maybe,No,36.19,0–10%,Yes,Yes,"Check-in Process, Customer Service, Sustainability","Environmental Responsibility, Loyalty Program","Seat Upgrade Suggestions, AI-based Entertainment",No,,Maybe,3,High
45,Male,UK,87718,Bachelor’s,Employed,0–1,Family,"Qatar Privilege Club, Other",Business,Travel Aggregator,5,Yes,Yes,5,No,Yes,Yes,36.5,0–10%,Yes,No,Food Quality,"Price, Comfort, Environmental Responsibility, Technology","AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",No,,Yes,4,Moderate
51,Female,UAE,129021,Bachelor’s,Student,2–4,Leisure,Other,Economy,Other,1,Yes,Maybe,4,No,Yes,Yes,36.76,21–30%,Yes,Yes,"Delays, Check-in Process","Price, Comfort, Technology, Loyalty Program",AI-based Entertainment,No,,No,4,High
46,Male,Philippines,96999,High School,Employed,2–4,Business,"Qatar Privilege Club, Etihad Guest, Other",Economy,Travel Aggregator,5,Yes,Maybe,3,Yes,Maybe,Yes,25.43,>30%,Yes,No,"Delays, Cost, Cleanliness","Service Quality, Environmental Responsibility",Seat Upgrade Suggestions,No,,No,4,Moderate
45,Female,USA,165577,High School,Student,2–4,Leisure,,Economy,Travel Aggregator,2,Yes,Yes,4,No,Yes,Yes,11.8,0–10%,No,Yes,Customer Service,"Comfort, Service Quality, Loyalty Program",Seat Upgrade Suggestions,Yes,User Interface,Yes,3,Moderate
33,Male,India,75884,Master’s,Employed,2–4,Leisure,"Emirates Skywards, Etihad Guest, Other",Economy,Airline App,1,No,No,3,No,Yes,No,12.99,11–20%,Yes,Yes,"Inflight Entertainment, Sustainability, Cleanliness","Comfort, Environmental Responsibility","Sustainability Score, Airport Map & Navigation",No,,Yes,4,Very High
37,Male,UK,67228,High School,Employed,8+,Business,Emirates Skywards,Economy,Travel Aggregator,3,Yes,Yes,5,No,No,No,47.95,0–10%,Yes,Yes,,Technology,"Sustainability Score, Airport Map & Navigation",No,,Yes,3,Very High
37,Female,Pakistan,54078,Master’s,Employed,2–4,Leisure,Etihad Guest,Premium Economy,Airline App,3,Yes,Maybe,3,No,No,No,46.54,>30%,Yes,Maybe,"Cost, Customer Service, Sustainability","Price, Environmental Responsibility","Seat Upgrade Suggestions, Real-time Luggage Tracker",Yes,Lack of Features,Maybe,4,Very High
47,Male,Other,65542,Bachelor’s,Employed,2–4,Leisure,,Economy,Airline App,4,Yes,No,2,Yes,Maybe,Yes,26.84,11–20%,No,Yes,Customer Service,"Comfort, Technology","Sustainability Score, Real-time Luggage Tracker, Airport Map & Navigation",No,,Maybe,4,High
35,Male,India,64945,Bachelor’s,Employed,2–4,Leisure,"Emirates Skywards, Other",Business,Travel Aggregator,5,Yes,Maybe,2,No,Maybe,Yes,17.27,21–30%,Yes,Yes,"Check-in Process, Cleanliness",,Sustainability Score,No,,Yes,3,High
29,Male,Philippines,102265,Bachelor’s,Employed,8+,Family,Etihad Guest,First Class,Travel Aggregator,2,No,Maybe,3,No,Yes,Yes,45.53,0–10%,Yes,Yes,"Food Quality, Check-in Process","Price, Service Quality, Loyalty Program","Seat Upgrade Suggestions, Sustainability Score, AI-based Entertainment",No,,No,2,Very High
33,Female,Other,81031,Bachelor’s,Employed,5–7,Family,"Etihad Guest, Other",Premium Economy,Travel Aggregator,5,Indifferent,Maybe,5,No,No,Yes,14.58,11–20%,Yes,Yes,"Delays, Food Quality, Inflight Entertainment, Customer Service",Service Quality,"Seat Upgrade Suggestions, AI-based Entertainment, Real-time Luggage Tracker, Airport Map & Navigation",No,,No,3,Low
42,Female,Other,63335,High School,Employed,2–4,Leisure,Other,Premium Economy,Airline App,1,Yes,Maybe,5,Yes,No,Yes,28.43,11–20%,Yes,Yes,Sustainability,"Price, Comfort, Service Quality, Environmental Responsibility","Sustainability Score, Real-time Luggage Tracker",No,,Yes,3,Very High
